review_id,book_title,rating,review_cleaned,processed_text,pos_text,sentiment,sentiment_score
0010653153_6_18,被討厭的勇氣,5.0,在排行榜上這本書一直是暢銷書，自然會讓人對它很好奇，看完後讓人對於事情有不同的感受，用不同於以往的角度看事情，很適合隨時拿出來翻一翻。,排行榜 上 本書 暢銷 書 自然 人 很 好奇 看 完 後 人 於 事情 不同 感受 用 不同 於 以往 角度看 事情 很 適合 隨時 拿出 來 翻 一 翻,排行榜/n 上/f 本書/r 暢銷/v 書/n 自然/d 人/n 很/d 好奇/a 看/v 完/v 後/nr 人/n 於/nr 事情/n 不同/a 感受/v 用/p 不同/a 於/nr 以往/t 角度看/v 事情/n 很/d 適合/v 隨時/d 拿出/v 來/v 翻/v 一/m 翻/v,positive,0.97
0010653153_6_19,被討厭的勇氣,5.0,我們長期受佛洛伊德等人的思想教育，阿德勒的思想有許多和我們所想的相左，看完此書後，可以讓我們用不一樣的角度看世界，有不同的思維！,長期 受 佛洛伊德 等 人 思想 教育 阿德勒 思想 許多 所想 相左 看完 此書 後 用 不 角度看 世界 不同 思維,長期/d 受/v 佛洛伊德/nrt 等/u 人/n 思想/n 教育/vn 阿德勒/nr 思想/n 許多/m 所想/n 相左/v 看完/v 此書/r 後/nr 用/p 不/d 角度看/v 世界/n 不同/a 思維/n,negative,0.17
0010653153_7_0,被討厭的勇氣,4.0,在我們台灣的教育體系下，多是接受佛洛伊德的理論。阿德勒的相關理論有許多是和我們所熟悉的想法相佐的，看了這本書後，可以讓我們用另一種角度看世界。,台灣 教育 體系 下 接受 佛洛伊德 理論 阿德勒 相關 理論 許多 所 熟悉 想法 相佐 看 本書 後 用 另 一種 角度看 世界,台灣/ns 教育/vn 體系/n 下/f 接受/v 佛洛伊德/nrt 理論/n 阿德勒/nr 相關/v 理論/n 許多/m 所/u 熟悉/v 想法/v 相佐/v 看/v 本書/r 後/nr 用/p 另/r 一種/m 角度看/v 世界/n,neutral,0.26
0010653153_7_1,被討厭的勇氣,5.0,這本書真的會讓人欲罷不能，不知不覺就閱讀完整本書了，而且還會想要再重看好幾遍，因為書中的對話實在非常有趣，而且也非常有意義，值得推薦。,本書 真的 人 欲 罷 不能 不知 不覺 閱讀 完整 本書 想要 重 看好 幾遍 書 中 對話 實在 非常 有趣 非常 有意 義 值得 推薦,本書/r 真的/d 人/n 欲/d 罷/v 不能/v 不知/v 不覺/d 閱讀/v 完整/a 本書/r 想要/v 重/a 看好/v 幾遍/m 書/n 中/f 對話/n 實在/v 非常/d 有趣/a 非常/d 有意/v 義/zg 值得/v 推薦/v,positive,1.0
0010653153_7_2,被討厭的勇氣,5.0,從日本離開後，常常因為太替他人著想、太顧慮別人的看法，而造成自己無謂的困擾，直到看了這本書，讓我恍然大悟，知道自己的人生該為自己而活。,日本 離開 後 太 替 他人 著想 太 顧慮 別人 看法 造成 無謂 困擾 直到 看 本書 我 恍然大悟 知道 人生 該 活,日本/ns 離開/v 後/nr 太/d 替/p 他人/r 著想/n 太/d 顧慮/v 別人/r 看法/v 造成/v 無謂/v 困擾/v 直到/v 看/v 本書/r 我/r 恍然大悟/i 知道/v 人生/n 該/r 活/vn,negative,0.14
0010653153_7_3,被討厭的勇氣,5.0,要討好所有人往往讓所有人討厭，要有被討厭的勇氣，才能有足夠的勇氣面對生活。閱讀這本書可以讓被生活、人際、工作......折磨的心情得到安撫......,討好 所有人 所有人 討厭 討厭 勇氣 才能 足夠 勇氣面 生活 閱讀 本書 生活 人際 工作 折磨 心情 得到 安撫,討好/v 所有人/n 所有人/n 討厭/v 討厭/v 勇氣/n 才能/v 足夠/v 勇氣面/n 生活/vn 閱讀/v 本書/r 生活/vn 人際/n 工作/vn 折磨/v 心情/n 得到/v 安撫/nr,negative,0.25
0010653153_7_4,被討厭的勇氣,5.0,被討厭一點都不可怕，只要我們知道自己為何被討厭，問心無愧最重要，即使我們是非常正直的人，都還是有可能被別人討厭，閱讀這本書後，真的可以重拾那份心中的勇氣！,討厭 一點 不 可怕 知道 討厭問心無愧 重要 非常 正直 人 別人 討厭 閱讀 本書 後 真的 重拾 份 心中 勇氣,討厭/v 一點/m 不/d 可怕/c 知道/v 討厭問心無愧/i 重要/a 非常/d 正直/d 人/n 別人/r 討厭/v 閱讀/v 本書/r 後/nr 真的/d 重拾/v 份/q 心中/s 勇氣/n,positive,0.63
0010653153_7_5,被討厭的勇氣,5.0,很棒的一本書～看完之後發現許多事情只需要笑笑而已值得回味,很棒 一本 書 看完 之 後 發現 許多 事情 只 需要 笑笑 而已 值得 回味,很棒/a 一本/m 書/n 看完/v 之/u 後/nr 發現/v 許多/m 事情/n 只/d 需要/v 笑笑/v 而已/y 值得/v 回味/v,positive,1.0
0010653153_7_6,被討厭的勇氣,3.0,書中有些內容值得讓人思考，除此之外大部分都是一些心理學書籍就常常提到的概念，我個人認為有一點點過譽。整體而言是一本中規中矩的書，也許是我在朋友的推薦下對此書期望過高，才會有多餘的期待，每看一章節都希望能看見更多「進階內容」，但到頭來還是只有在表皮抓癢而已。但反過來想，也可能是作者的目標群就是鎖定普羅大眾，才會有這種「搔不到癢處」的感覺吧。,書 中 內容 值得 人 思考 大部分 一些 心理 學書籍 提到 概念 我個 人 認為 一點點 過譽 整體 而言 一本 中規 中矩 書 我 朋友 推薦 下 此書 期望 過 高 才 多餘 期待 每 看 一章 節 希望 看見 更多 進 階內容 但 頭 來 表皮 抓癢 而已 但反 過來 作者 目標 群 鎖定 普羅 大眾 才 這種 搔 不到 癢 處 感覺,書/n 中/f 內容/n 值得/v 人/n 思考/v 大部分/m 一些/m 心理/n 學書籍/n 提到/v 概念/n 我個/r 人/n 認為/v 一點點/m 過譽/n 整體/n 而言/c 一本/m 中規/n 中矩/n 書/n 我/r 朋友/n 推薦/v 下/f 此書/r 期望/v 過/ug 高/a 才/d 多餘/r 期待/v 每/r 看/v 一章/m 節/n 希望/v 看見/v 更多/d 進/v 階內容/n 但/c 頭/n 來/v 表皮/n 抓癢/v 而已/y 但反/c 過來/t 作者/n 目標/n 群/n 鎖定/v 普羅/nrt 大眾/n 才/d 這種/r 搔/v 不到/v 癢/a 處/n 感覺/n,positive,0.74
0010653153_7_7,被討厭的勇氣,5.0,改變需要的是內發的渴望，不是單靠環境與他人去影響。每個人都有改變的潛力，只要你願意拿出你的勇氣面對陌生道路沿途的風景！好書，激發你的新思維與促進內省。,改變 需要 內發 渴望 不是 單靠 環境 他人 去 影響 每個 人 改變 潛力 你 願意 拿出 你 勇氣面 陌生 道路 沿途 風景 書 激發 你 新思 維與 促進 內省,改變/v 需要/v 內發/n 渴望/v 不是/c 單靠/a 環境/n 他人/r 去/v 影響/vn 每個/r 人/n 改變/v 潛力/n 你/r 願意/v 拿出/v 你/r 勇氣面/n 陌生/n 道路/n 沿途/b 風景/n 書/n 激發/v 你/r 新思/n 維與/v 促進/v 內省/ns,positive,0.77
0010653153_7_8,被討厭的勇氣,5.0,看完我倒覺得我是不是個怪人 我到是不跟書裡所說的一樣 就算我知道我會被朋友討厭被女朋友討厭被家人討厭 但我還是會想把我想說想做的做出來 當然不一定是壞事 說真的我到因為這樣跟女朋有吵過無數次 但我不覺得我有錯阿 女生是該被寵 但在於是怎麼寵 包容一切嗎 我到不覺得這樣好 是非對錯就因該說出來 做自己 妳是妳自己的妳不屬於任何人,看完 我 倒 覺得 我 是不是 個 怪人 我 不 書裡 所 說 我 知道 我 朋友 討厭 女朋友 討厭 家人 討厭 但 我 我 說 做 做出 來 不 壞 事 說 真的 我 女朋 吵 過 無數次 但 我 不 覺得 我 錯 阿 女生 該 寵 但 於 寵 包容 一切 我 不 覺得 是非 錯 因 該 說 出來 做 妳是 妳自己 妳 不 屬 於 任何人,看完/v 我/r 倒/v 覺得/v 我/r 是不是/l 個/zg 怪人/n 我/r 不/d 書裡/s 所/u 說/v 我/r 知道/v 我/r 朋友/n 討厭/v 女朋友/n 討厭/v 家人/n 討厭/v 但/c 我/r 我/r 說/v 做/v 做出/v 來/v 不/d 壞/a 事/n 說/v 真的/d 我/r 女朋/n 吵/v 過/ug 無數次/m 但/c 我/r 不/d 覺得/v 我/r 錯/n 阿/nr 女生/n 該/r 寵/v 但/c 於/nr 寵/v 包容/v 一切/r 我/r 不/d 覺得/v 是非/v 錯/n 因/p 該/r 說/v 出來/v 做/v 妳是/v 妳自己/v 妳/y 不/d 屬/v 於/nr 任何人/r,negative,0.39
0010653153_7_9,被討厭的勇氣,4.0,當我們在選擇自由自在和與現實妥協時，總會有所失準，而這本「被討厭的勇氣」，利用阿德勒學派為基礎，告訴我們在人生道路上所應追尋，當你選擇自由，不再阿諛奉承，不再鄉愿，能得到自由，但也要承擔所謂的「討厭」與「孤獨感」，如果是你，你要如何選擇？這本書用很特別的呈現方式敘述書本內容，很值得一看的書籍,當 選擇 自由自在 現實 妥 協 時 總會 有所 失準 這本 討厭 勇氣 利用 阿德勒 學派 基礎 告訴 人生道路 上所 應 追尋 當 你 選擇 自由 不再 阿 諛 奉承 不再 鄉 愿能 得到 自由 但 承擔 討厭 孤獨 感 你 你 選擇 這本 書用 很 特別 呈現 方式 敘述 書本 內容 很 值得一看 書籍,當/p 選擇/v 自由自在/i 現實/n 妥/a 協/vg 時/ng 總會/n 有所/n 失準/v 這本/r 討厭/v 勇氣/n 利用/n 阿德勒/nr 學派/n 基礎/n 告訴/v 人生道路/n 上所/j 應/v 追尋/v 當/p 你/r 選擇/v 自由/a 不再/d 阿/j 諛/g 奉承/v 不再/d 鄉/n 愿能/v 得到/v 自由/a 但/c 承擔/v 討厭/v 孤獨/a 感/v 你/r 你/r 選擇/v 這本/r 書用/n 很/d 特別/d 呈現/v 方式/n 敘述/v 書本/n 內容/n 很/d 值得一看/l 書籍/n,positive,0.61
0010653153_7_10,被討厭的勇氣,4.0,因為這本書而認識了阿德勒心理學，有許多觀念與我們原有的認知不同，像是佛洛伊德的「決定論」與阿德勒的「目的論」，這部分仍有許多不認同，無法被完全說服，但確是可以讓人細細思考的論點。個人認為最大的收穫，也同時是最讚同的論點：人生最大的謊言，就是沒有活在「當下」，沈溺過去，不斷張望未來。提醒著自己要好好把握當下、活在當下。,本書 認識 阿德勒 心理 學有 許多 觀念 原有 認知 不同 像是 佛洛伊德 決定論 阿德勒 目的 論 部分 仍 許多 不 認同 無法 完全 說服 但 確 人 細細 思考 論點 個人 認為 最大 收 穫 時 讚 論 點 人生 最大 謊言 沒有 活 當下 沈溺 過去 張望 未來 提醒 好好 把握 當下 活 當下,本書/r 認識/v 阿德勒/nr 心理/n 學有/v 許多/m 觀念/n 原有/v 認知/v 不同/a 像是/v 佛洛伊德/nrt 決定論/n 阿德勒/nr 目的/n 論/v 部分/n 仍/d 許多/m 不/d 認同/v 無法/v 完全/ad 說服/v 但/c 確/d 人/n 細細/z 思考/v 論點/n 個人/n 認為/v 最大/a 收/v 穫/zg 時/ng 讚/yg 論/v 點/q 人生/n 最大/a 謊言/n 沒有/v 活/n 當下/s 沈溺/n 過去/t 張望/v 未來/t 提醒/v 好好/d 把握/v 當下/t 活/n 當下/s,positive,0.65
0010653153_7_11,被討厭的勇氣,5.0,"剛開始買這本書，只把他當作是購買""暢銷書籍""來看看。後來看到後，發現""阿德勒""心理學家對於人的心理探討有別於其他的心理學家，而本書作者，用兩位人物的問答方式來讓大家理解阿德勒心理學家的理論。看完後有一種豁然開朗之感覺。",剛 開始 買 本書 只 他 當 作是 購買 暢銷 書籍 來 看看 後 來 看到 後 發現 阿德勒 心理 學家 於 人 心理 探討 有別 於 其他 心理 學家 本書 作者 用 兩位 人物 問答 方式 來 大家 理解 阿德勒 心理 學家 理論 看完 後 一種 豁然 開朗 之 感覺,剛/d 開始/v 買/v 本書/r 只/d 他/r 當/p 作是/n 購買/v 暢銷/v 書籍/n 來/v 看看/v 後/nr 來/v 看到/v 後/nr 發現/v 阿德勒/nr 心理/n 學家/n 於/nr 人/n 心理/n 探討/v 有別/d 於/nr 其他/r 心理/n 學家/n 本書/r 作者/n 用/p 兩位/m 人物/n 問答/v 方式/n 來/v 大家/n 理解/v 阿德勒/nr 心理/n 學家/n 理論/n 看完/v 後/nr 一種/m 豁然/d 開朗/ns 之/u 感覺/n,positive,0.97
0010653153_7_12,被討厭的勇氣,4.0,"看完了[被討厭的勇氣],之前在書店匆匆一瞥幾頁,以為是在講述阿德勒的心理學,是具有科學性的辯證,讓我對它大感興趣!但我整本看完後覺得我之前太吹捧此書了!它從哲學觀點出發,完全就是要顛覆習以為常的思維模式,從自我對於""價值""的重新定義,雖然也是要讀者改變想法,但有別於一般的勵志書,將其以阿德勒的理論包裝地更加嚴謹性!而我沒有要否定此書的意思,因為看完後還是讓我感到充實,也願意從此書的思考模式來調整自己,不害怕被別人討厭,重新定義自己的幸福!",看完 討厭 勇氣 之前 書店 匆匆 一瞥 幾頁 以為 講述 阿德勒 心理 學是 具有 科學性 辯證 我 大感 興趣 但 我 整本 看 完 後 覺得 我 之前 太 吹捧 此書 哲學 觀點 出發 完全 顛覆習以為常 思維 模式 自我 於 價值 重新 定義 讀者 改變 想法 但有 於 一般 勵志 書 其以 阿德勒 理論 包裝 地 嚴謹 性 我 沒 否定 此書 意思 看 完 後 我 感到 充實 願意 此書 思考 模式 來 調整 不 害怕 別人 討厭 重新 定義 幸福,看完/v 討厭/v 勇氣/n 之前/f 書店/n 匆匆/z 一瞥/n 幾頁/m 以為/c 講述/v 阿德勒/nr 心理/n 學是/n 具有/v 科學性/n 辯證/v 我/r 大感/n 興趣/n 但/c 我/r 整本/n 看/v 完/v 後/nr 覺得/v 我/r 之前/f 太/d 吹捧/v 此書/r 哲學/n 觀點/n 出發/v 完全/ad 顛覆習以為常/i 思維/n 模式/n 自我/r 於/nr 價值/n 重新/a 定義/n 讀者/n 改變/v 想法/v 但有/c 於/nr 一般/a 勵志/n 書/n 其以/d 阿德勒/nr 理論/n 包裝/v 地/n 嚴謹/a 性/n 我/r 沒/d 否定/v 此書/r 意思/n 看/v 完/v 後/nr 我/r 感到/v 充實/ad 願意/v 此書/r 思考/v 模式/n 來/v 調整/vn 不/d 害怕/v 別人/r 討厭/v 重新/a 定義/n 幸福/a,positive,0.6
0010653153_7_13,被討厭的勇氣,4.0,當我們在選擇自由自在和與現實妥協時，總會有所失準，而這本「被討厭的勇氣」，利用阿德勒學派為基礎，告訴我們在人生道路上所應追尋，當你選擇自由，不再阿諛奉承，不再鄉愿，能得到自由，但也要承擔所謂的「討厭」與「孤獨感」，如果是你，你要如何選擇？,當 選擇 自由自在 現實 妥 協 時 總會 有所 失準 這本 討厭 勇氣 利用 阿德勒 學派 基礎 告訴 人生道路 上所 應 追尋 當 你 選擇 自由 不再 阿 諛 奉承 不再 鄉 愿能 得到 自由 但 承擔 討厭 孤獨 感 你 你 選擇,當/p 選擇/v 自由自在/i 現實/n 妥/a 協/vg 時/ng 總會/n 有所/n 失準/v 這本/r 討厭/v 勇氣/n 利用/n 阿德勒/nr 學派/n 基礎/n 告訴/v 人生道路/n 上所/j 應/v 追尋/v 當/p 你/r 選擇/v 自由/a 不再/d 阿/j 諛/g 奉承/v 不再/d 鄉/n 愿能/v 得到/v 自由/a 但/c 承擔/v 討厭/v 孤獨/a 感/v 你/r 你/r 選擇/v,negative,0.07
0010653153_7_14,被討厭的勇氣,5.0,前些日子，在工作上，第一次遇到被同事討厭的情形，極度沮喪、自我懷疑，甚至不知應該如何應對。直到看了這本書，完全啟發了我，讓我豁然開朗，於是不僅做了書摘作為座右銘，時時提醒自己，更買了一本作為朋友的生日禮物，希望幫助他走出困境。特別記得的句子有：「所有的煩惱都是人際關係上的煩惱。最大的不幸是不喜歡自己。世界不是其他人可以幫我改變的，而是只有「我」才能改變它。」這幾個月，我的情況確實改善很多，感謝這本書！,前 些 日子 工作 上 第一次 遇到 同事 討厭 情形 極度 沮喪 自我 懷疑 不知 應該 應 直到 看 本書 完全 啟發 我 我 豁然 開朗 於 做 書 摘 作為 座 右 銘 時 時 提醒 買 一本 作為 朋友 生日 禮物 希望 幫助 他 走出 困境 特別 記得 句子 所有 煩惱 人際 關 係 上 煩 惱 最大 不幸 不 喜歡 世界 不是 其他人 幫 我 改變 我 才能 改變 幾個 月 我 情況 確實 改善 很多 感謝 本書,前/f 些/q 日子/n 工作/vn 上/f 第一次/m 遇到/v 同事/n 討厭/v 情形/n 極度/d 沮喪/a 自我/r 懷疑/v 不知/v 應該/v 應/v 直到/v 看/v 本書/r 完全/ad 啟發/v 我/r 我/r 豁然/d 開朗/ns 於/nr 做/v 書/n 摘/v 作為/v 座/q 右/f 銘/ng 時/ng 時/ng 提醒/v 買/v 一本/m 作為/v 朋友/n 生日/t 禮物/n 希望/v 幫助/v 他/r 走出/v 困境/n 特別/d 記得/v 句子/n 所有/b 煩惱/a 人際/n 關/v 係/zg 上/f 煩/v 惱/v 最大/a 不幸/a 不/d 喜歡/v 世界/n 不是/c 其他人/rr 幫/v 我/r 改變/v 我/r 才能/v 改變/v 幾個/m 月/n 我/r 情況/n 確實/ad 改善/v 很多/m 感謝/v 本書/r,positive,0.9
0010653153_7_15,被討厭的勇氣,5.0,阿德勒心理學是一座寶山，不管是誰都能挖到寶藏,阿德勒 心理 學是 一座 寶山 誰 挖到 寶藏,阿德勒/nr 心理/n 學是/n 一座/m 寶山/nr 誰/r 挖到/v 寶藏/n,positive,0.77
0010653153_7_16,被討厭的勇氣,4.0,"這是一本藉由師徒對話來解釋阿德勒心理學實際上該如何應用的過程 ,阿德勒心理學最終的目的是為了讓人及社會達到更美好 , 理想的境界 ,如果單純用一個人的角度來閱讀此書 ,是很好解釋和教導人生該如何在生活中面對逆境的壓力 .但就一個社會及團體來看的話 ,作者並沒有很詳盡地解釋如何在「被討厭的個人」以及「建構理想社會」之間的衝突作解釋 ,我想這也是阿德勒心理學的矛盾 , 與其說閱讀本書後就可以擁有「被討厭的勇氣」不如說用阿德勒心理學去應對現代社會中無盡的衝突與矛盾讓自己的心理更能豁然 , 坦然面對人生逆境.",一本 藉由 師徒 話 來 解釋 阿德勒 心理 學實際 上該 應用 過程 阿德勒 心理 學 最終 目的 是為 人 社會 達到 美好理想 境界 單純 用 人 角度 來 閱讀 此書 很好 解釋 教導 人生 該 在生活中 面 逆境 壓力 但 社會 團體 來看 話 作者 並 沒有 很 詳盡 地 解釋 討厭 個人 建構 理想 社會 之間 衝 突作 解釋 我 阿德勒 心理 學 矛盾 其 說 閱讀 本書 後 擁有 討厭 勇氣 說用 阿德勒 心理 學 去 應 現代 社會 中 無盡 衝突 矛盾 心理 豁然 坦然 面 人生 逆境,一本/m 藉由/nr 師徒/n 話/n 來/v 解釋/v 阿德勒/nr 心理/n 學實際/n 上該/v 應用/v 過程/n 阿德勒/nr 心理/n 學/v 最終/d 目的/n 是為/v 人/n 社會/n 達到/v 美好理想/n 境界/n 單純/nr 用/p 人/n 角度/n 來/v 閱讀/v 此書/r 很好/d 解釋/v 教導/vn 人生/n 該/x 在生活中/l 面/n 逆境/n 壓力/n 但/c 社會/n 團體/n 來看/u 話/n 作者/n 並/c 沒有/v 很/d 詳盡/a 地/uv 解釋/v 討厭/v 個人/n 建構/n 理想/n 社會/n 之間/f 衝/v 突作/vn 解釋/v 我/r 阿德勒/nr 心理/n 學/v 矛盾/an 其/r 說/v 閱讀/v 本書/r 後/nr 擁有/v 討厭/v 勇氣/n 說用/v 阿德勒/nr 心理/n 學/v 去/v 應/v 現代/t 社會/n 中/f 無盡/v 衝突/vn 矛盾/an 心理/n 豁然/d 坦然/ad 面/n 人生/n 逆境/n,negative,0.43
0010653153_7_17,被討厭的勇氣,4.0,本書用口語化的方式講述『自我與他人權利劃分』和『肯定每個人都有價值』兩點而書名的全意則是：活得自由，就會被人討厭，有勇氣做自己，就能活得自由。可以看作淺言之的法律人權概念和的社會契約論建立點，非常淺意好懂，但沒有人際應對等細節。,本書 用口 語化 方式 講述 自我 他人 權利劃 分 肯定 每個 人 價值 兩點 書名 全意 則 活得 自由 人 討 厭有 勇氣 做 活得 自由 看作 淺言 之 法律 人權 概念 社會 契約論 建立 點 非常 淺意好懂 但 沒 有人 際 應 等 細節,本書/r 用口/n 語化/n 方式/n 講述/v 自我/r 他人/r 權利劃/n 分/q 肯定/v 每個/r 人/n 價值/n 兩點/m 書名/n 全意/n 則/d 活得/v 自由/a 人/n 討/v 厭有/v 勇氣/n 做/v 活得/v 自由/a 看作/v 淺言/n 之/u 法律/n 人權/n 概念/n 社會/n 契約論/n 建立/v 點/zg 非常/d 淺意好懂/a 但/c 沒/v 有人/r 際/ng 應/v 等/u 細節/n,positive,0.91
0010653153_7_18,被討厭的勇氣,1.0,有些存在於社會上，鑽漏洞，製造社會動亂 ，猜忌，謊言，假象的人，看起來非常可惡，但是更可惡的是，原本屬於自己身邊的存在，偏偏像中邪一樣，不僅沒有隨著自己一同捍衛該有的道德，反而隨之出軌還自認高明沾沾自喜，通常這類人，自我感覺良好的同時，通常還會把自許違背良心的行為，冠上替天行道的虛偽假名，說穿了就是一個存心欺騙的慣竊，遇到了潘金蓮般的花癡，必有天譴對這種喪盡天良的的做法，似乎已發揮不了赫阻作用，最終結局會如同她們心中想的那般容易還是會有變化，就交給群眾及心的力量來決定！決定不了該如何？轉頭望一下四周，有沒有穿著紅衣服的人，眼睛睜大正在瞪妳們,存在 於 社會 上 鑽 漏洞 製 造 社 動 亂 猜忌 謊言 假象 人 看 起來 非常 可惡 可惡 原本 屬 於 身邊 存在 像 中邪 沒有 隨著 一同 捍衛 該 道德 隨之 出軌 自 認 高明 沾沾自喜 這類 人 自我 感覺 良好 自許 違背 良心 行為 冠 上 替天行道 虛偽 假名 說 穿 欺騙 慣竊 遇到 潘金蓮 般的 花 癡 必 天 譴 種 喪 盡 天良 的的 做法 已 發揮 不了 赫阻 作用 最終 結局 心中 容易 變化 交給 群眾 及心 力量 來 決定 決定 不了 該 轉頭 望 一下四周 沒有 穿著 紅 衣服 人 眼睛 睜 正在 瞪 妳 們,存在/v 於/nr 社會/n 上/f 鑽/v 漏洞/n 製/yg 造/v 社/n 動/v 亂/d 猜忌/v 謊言/n 假象/n 人/n 看/v 起來/v 非常/d 可惡/v 可惡/a 原本/n 屬/v 於/nr 身邊/s 存在/v 像/v 中邪/n 沒有/v 隨著/v 一同/d 捍衛/v 該/r 道德/nr 隨之/p 出軌/v 自/p 認/v 高明/nr 沾沾自喜/i 這類/r 人/n 自我/r 感覺/n 良好/a 自許/d 違背/v 良心/a 行為/n 冠/v 上/f 替天行道/i 虛偽/a 假名/v 說/v 穿/v 欺騙/v 慣竊/n 遇到/v 潘金蓮/nr 般的/u 花/v 癡/zg 必/d 天/q 譴/vg 種/q 喪/vg 盡/v 天良/nr 的的/u 做法/v 已/d 發揮/v 不了/v 赫阻/nr 作用/v 最終/d 結局/n 心中/s 容易/a 變化/vn 交給/v 群眾/n 及心/ad 力量/n 來/v 決定/v 決定/v 不了/v 該/x 轉頭/v 望/v 一下四周/m 沒有/v 穿著/n 紅/zg 衣服/n 人/n 眼睛/n 睜/v 正在/t 瞪/v 妳/y 們/k,negative,0.03
